Time [s],Channel 0
1.010466560,0
1.010908480,1
1.011302400,0
1.011304480,1
1.011305760,0
1.011308000,1
1.011308960,0
1.011750720,1
1.012144960,0
1.012146880,1
1.012148160,0
1.012150560,1
1.012151360,0
1.012593440,1
1.012987360,0
1.012989440,1
1.012990720,0
1.012993120,1
1.012993920,0
1.013435840,1
1.013829920,0
1.013832000,1
1.013833120,0
1.013835520,1
1.013836480,0
1.014278240,1
1.014672320,0
1.014674400,1
1.014675520,0
1.014677920,1
1.014678880,0
1.015120800,1
1.015514880,0
1.015516960,1
1.015518080,0
1.015520640,1
1.015521440,0
1.015963360,1
1.016357440,0
1.016359520,1
1.016360640,0
1.016363040,1
1.016363840,0
1.016805920,1
1.018096320,0
1.018098400,1
1.018099680,0
1.018102080,1
1.018102880,0
1.018522880,1
1.019781280,0
1.019783200,1
1.019784480,0
1.019786880,1
1.019787680,0
1.020234240,1
1.021493440,0
1.021495520,1
1.021496640,0
1.021499200,1
1.021500000,0
1.021940800,1
1.022336160,0
1.022338080,1
1.022339360,0
1.022341600,1
1.022342560,0
1.022784960,1
1.024075360,0
1.024077280,1
1.024078560,0
1.024080960,1
1.024081760,0
1.024496800,1
1.024890720,0
1.024892800,1
1.024894080,0
1.024896480,1
1.024897280,0
1.025339040,1
1.026629920,0
1.026632000,1
1.026633120,0
1.026635520,1
1.026636480,0
1.027051680,1
1.028314880,0
1.028316960,1
1.028318080,0
1.028766240,1
1.063452000,0
1.063454080,1
1.063455200,0
1.066941120,1
1.068670400,0
1.068672480,1
1.068673760,0
1.069098400,1
1.070382720,0
1.070384800,1
1.070385920,0
1.070803680,1
1.071198080,0
1.071200160,1
1.071201280,0
1.071203680,1
1.071204640,0
1.071646560,1
1.072040800,0
1.072042720,1
1.072044000,0
1.072046400,1
1.072047200,0
1.072489120,1
1.072883200,0
1.072885280,1
1.072886560,0
1.072888800,1
1.072889760,0
1.073331680,1
1.074622400,0
1.074624480,1
1.074625760,0
1.074628160,1
1.074628960,0
1.075044320,1
1.075437920,0
1.075440000,1
1.075441120,0
1.075443680,1
1.075444480,0
1.075886080,1
1.076280480,0
1.076282560,1
1.076283680,0
1.076286080,1
1.076286880,0
1.076728960,1
1.077122880,0
1.077124960,1
1.077126240,0
1.077128480,1
1.077129440,0
1.077571200,1
1.077965440,0
1.077967520,1
1.077968640,0
1.077971040,1
1.077972000,0
1.078413760,1
1.079704480,0
1.079706560,1
1.079707680,0
1.079710080,1
1.079711040,0
1.080126240,1
1.080520000,0
1.080521920,1
1.080523200,0
1.080525760,1
1.080526400,0
1.080968320,1
1.082259200,0
1.082261280,1
1.082262560,0
1.082264800,1
1.082265760,0
1.082680960,1
1.083944320,0
1.083946400,1
1.083947680,0
1.084396000,1
1.084787040,0
1.084789120,1
1.084790240,0
1.084792800,1
1.084793600,0
1.085235360,1
1.086526400,0
1.086528480,1
1.086529600,0
1.086532000,1
1.086532960,0
1.086948160,1
1.088211520,0
1.088213440,1
1.088214720,0
1.088217440,1
1.088218080,0
1.088660000,1
1.089923520,0
1.089925600,1
1.089926720,0
1.090375360,1
1.091635680,0
1.091637760,1
1.091638880,0
1.091641280,1
1.091642240,0
1.092089120,1
1.093348000,0
1.093349920,1
1.093351200,0
1.093353600,1
1.093354400,0
1.093800640,1
1.094190560,0
1.094192640,1
1.094193760,0
1.094196160,1
1.094196960,0
1.094638720,1
1.095033120,0
1.095035200,1
1.095036320,0
1.095038560,1
1.095039520,0
1.095481600,1
1.096772000,0
1.096774080,1
1.096775360,0
1.096777760,1
1.096778560,0
1.097193600,1
1.097587360,0
1.097589440,1
1.097590720,0
1.097592960,1
1.097593920,0
1.098035680,1
1.098429920,0
1.098432000,1
1.098433280,0
1.098435520,1
1.098436480,0
1.098878400,1
1.099272480,0
1.099274400,1
1.099275680,0
1.099278080,1
1.099278880,0
1.099720800,1
1.100115040,0
1.100116960,1
1.100118240,0
1.100120480,1
1.100121440,0
1.100563360,1
1.100957440,0
1.100959520,1
1.100960640,0
1.100963040,1
1.100964000,0
1.101405760,1
1.101799840,0
1.101801920,1
1.101803200,0
1.101805600,1
1.101806400,0
1.102248320,1
1.102642400,0
1.102644480,1
1.102645600,0
1.102648000,1
1.102648960,0
1.103090720,1
1.103484800,0
1.103486880,1
1.103488160,0
1.103490400,1
1.103491360,0
1.103933280,1
1.104327200,0
1.104329280,1
1.104330400,0
1.104332800,1
1.104333760,0
1.104775520,1
1.105169600,0
1.105171680,1
1.105172800,0
1.105175200,1
1.105176160,0
1.105618080,1
1.106012000,0
1.106014080,1
1.106015200,0
1.106017600,1
1.106018560,0
1.106460320,1
1.107750880,0
1.107752960,1
1.107754080,0
1.107756800,1
1.107757440,0
1.108177440,1
1.108566400,0
1.108568320,1
1.108569600,0
1.108572000,1
1.108572800,0
1.109014880,1
1.109408800,0
1.109410880,1
1.109412160,0
1.109414560,1
1.109415360,0
1.109857120,1
1.110251360,0
1.110253440,1
1.110254560,0
1.110256960,1
1.110257920,0
1.110699680,1
1.111093760,0
1.111095840,1
1.111097120,0
1.111099520,1
1.111100320,0
1.111542240,1
1.112832960,0
1.112834880,1
1.112836160,0
1.112838560,1
1.112839520,0
1.113254560,1
1.113648320,0
1.113650400,1
1.113651520,0
1.113654080,1
1.113654880,0
1.114096640,1
1.114490880,0
1.114492960,1
1.114494080,0
1.114496480,1
1.114497280,0
1.114939360,1
1.115333280,0
1.115335360,1
1.115336480,0
1.115339200,1
1.115339840,0
1.115781760,1
1.116175680,0
1.116177760,1
1.116178880,0
1.116181280,1
1.116182240,0
1.116624000,1
1.117018080,0
1.117020160,1
1.117021440,0
1.117023840,1
1.117024640,0
1.117466720,1
1.117860640,0
1.117862560,1
1.117863840,0
1.117866240,1
1.117867040,0
1.118309120,1
1.118703040,0
1.118705120,1
1.118706240,0
1.118708800,1
1.118709600,0
1.119151520,1
1.119545600,0
1.119547520,1
1.119548800,0
1.119551360,1
1.119552000,0
1.119994080,1
1.120388000,0
1.120389920,1
1.120391200,0
1.120393920,1
1.120394560,0
1.120836480,1
1.121230400,0
1.121232320,1
1.121233600,0
1.121236000,1
1.121236800,0
1.121678720,1
1.122072800,0
1.122074880,1
1.122076000,0
1.122078400,1
1.122079360,0
1.122521280,1
1.122915200,0
1.122917280,1
1.122918400,0
1.122920960,1
1.122921760,0
1.123363680,1
1.123757600,0
1.123759680,1
1.123760800,0
1.123763360,1
1.123764160,0
1.124205920,1
1.124600000,0
1.124602080,1
1.124603200,0
1.125048640,1
1.125442560,0
1.125444480,1
1.125445760,0
1.125448480,1
1.125449120,0
1.125891040,1
1.126284960,0
1.126287040,1
1.126288160,0
1.126290880,1
1.126291520,0
1.126733440,1
1.127127360,0
1.127129440,1
1.127130560,0
1.127133120,1
1.127133920,0
1.127575840,1
1.127969760,0
1.127971840,1
1.127972960,0
1.127975520,1
1.127976320,0
1.128418240,1
1.128812160,0
1.128814240,1
1.128815520,0
1.128818080,1
1.128818720,0
1.129260800,1
1.130523840,0
1.130525920,1
1.130527200,0
1.130975040,1
1.131366560,0
1.131368640,1
1.131369760,0
1.131818240,1
1.133078560,0
1.133080640,1
1.133081760,0
1.133084480,1
1.133085120,0
1.133532160,1
1.133921440,0
1.133923520,1
1.133924640,0
1.133927200,1
1.133928000,0
1.134369920,1
1.135633440,0
1.135635360,1
1.135636640,0
1.136084800,1
1.136476160,0
1.136478240,1
1.136479360,0
1.136927840,1
1.171611840,0
1.171613920,1
1.171615200,0
1.175103840,1
1.176802240,0
1.176804320,1
1.176805440,0
1.177250400,1
1.178514400,0
1.178516480,1
1.178517600,0
1.178966080,1
1.179357120,0
1.179359200,1
1.179360320,0
1.179808480,1
1.180199680,0
1.180201760,1
1.180203040,0
1.180651200,1
1.181042240,0
1.181044320,1
1.181045440,0
1.181493440,1
1.182753760,0
1.182755840,1
1.182756960,0
1.182759840,1
1.182760480,0
1.183207520,1
1.183596480,0
1.183598560,1
1.183599680,0
1.183602400,1
1.183603040,0
1.184045600,1
1.184439040,0
1.184441120,1
1.184442240,0
1.184887200,1
1.185281440,0
1.185283520,1
1.185284640,0
1.185730400,1
1.186123680,0
1.186125760,1
1.186126880,0
1.186574560,1
1.187835040,0
1.187836960,1
1.187838240,0
1.187840960,1
1.187841600,0
1.188284320,1
1.188677600,0
1.188679520,1
1.188680800,0
1.189128320,1
1.190389280,0
1.190391360,1
1.190392480,0
1.190837920,1
1.192101280,0
1.192103360,1
1.192104480,0
1.192552480,1
1.192944000,0
1.192946080,1
1.192947200,0
1.193395680,1
1.194655840,0
1.194657920,1
1.194659040,0
1.194661920,1
1.194662400,0
1.195109600,1
1.196367680,0
1.196369760,1
1.196371040,0
1.196373760,1
1.196374400,0
1.196821600,1
1.198079840,0
1.198081920,1
1.198083040,0
1.198085760,1
1.198086400,0
1.198526720,1
1.199791840,0
1.199793920,1
1.199795040,0
1.200242880,1
1.201503840,0
1.201505920,1
1.201507200,0
1.201952640,1
1.202346720,0
1.202348640,1
1.202349920,0
1.202795360,1
1.203189120,0
1.203191200,1
1.203192320,0
1.203637760,1
1.204900640,0
1.204902720,1
1.204904000,0
1.205351680,1
1.205743360,0
1.205745440,1
1.205746560,0
1.206195040,1
1.206585760,0
1.206587840,1
1.206589120,0
1.207036960,1
1.207428320,0
1.207430400,1
1.207431520,0
1.207880000,1
1.208270720,0
1.208272800,1
1.208274080,0
1.208753120,1
1.209113120,0
1.209115200,1
1.209116320,0
1.209564640,1
1.209955520,0
1.209957440,1
1.209958720,0
1.210406720,1
1.210797760,0
1.210799840,1
1.210801120,0
1.211249440,1
1.211640160,0
1.211642240,1
1.211643360,0
1.212091360,1
1.212482560,0
1.212484480,1
1.212485760,0
1.212965120,1
1.213324800,0
1.213326880,1
1.213328000,0
1.213776000,1
1.214166880,0
1.214168960,1
1.214170080,0
1.214649280,1
1.215009280,0
1.215011360,1
1.215012480,0
1.215491840,1
1.215851680,0
1.215853760,1
1.215854880,0
1.216334240,1
1.216694080,0
1.216696160,1
1.216697280,0
1.217176640,1
1.217536480,0
1.217538560,1
1.217539680,0
1.218018880,1
1.218378720,0
1.218380800,1
1.218381920,0
1.218861120,1
1.219221120,0
1.219223040,1
1.219224320,0
1.219703520,1
1.220063360,0
1.220065440,1
1.220066720,0
1.220545920,1
1.220905760,0
1.220907840,1
1.220909120,0
1.221388320,1
1.221748320,0
1.221750240,1
1.221751520,0
1.222230720,1
1.222590720,0
1.222592800,1
1.222593920,0
1.223073120,1
1.224302080,0
1.224304160,1
1.224305280,0
1.224748800,1
1.225144800,0
1.225146720,1
1.225148000,0
1.225150400,1
1.225151200,0
1.225629280,1
1.225987200,0
1.225989280,1
1.225990400,0
1.225993120,1
1.225993760,0
1.226467360,1
1.227698720,0
1.227700800,1
1.227701920,0
1.228149600,1
1.228541440,0
1.228543520,1
1.228544640,0
1.228993280,1
1.229383840,0
1.229385920,1
1.229387040,0
1.229866080,1
1.231095200,0
1.231097280,1
1.231098400,0
1.231544640,1
1.231937760,0
1.231939840,1
1.231940960,0
1.232420000,1
1.232780160,0
1.232782240,1
1.232783360,0
1.233262880,1
1.234491520,0
1.234493600,1
1.234494720,0
1.234938080,1
1.236203360,0
1.236205440,1
1.236206560,0
1.236654240,1
1.237045920,0
1.237048000,1
1.237049120,0
1.237528960,1
1.237888320,0
1.237890240,1
1.237891520,0
1.238370400,1
1.238730720,0
1.238732800,1
1.238733920,0
1.239213440,1
1.239572960,0
1.239575040,1
1.239576160,0
1.240055360,1
1.240415360,0
1.240417280,1
1.240418560,0
1.240897920,1
1.241257600,0
1.241259680,1
1.241260800,0
1.241739840,1
1.242099840,0
1.242101920,1
1.242103040,0
1.242582560,1
1.242942240,0
1.242944160,1
1.242945440,0
1.243424480,1
1.243784640,0
1.243786560,1
1.243787840,0
1.244267200,1
1.244627040,0
1.244628960,1
1.244630240,0
1.245109600,1
1.245469440,0
1.245471520,1
1.245472640,0
1.245951840,1
1.246311680,0
1.246313760,1
1.246314880,0
1.246794080,1
1.247154080,0
1.247156160,1
1.247157280,0
1.247636640,1
1.247996320,0
1.247998400,1
1.247999520,0
1.248478720,1
1.249707520,0
1.249709600,1
1.249710720,0
1.250164160,1
1.250550240,0
1.250552160,1
1.250553440,0
1.250556160,1
1.250556800,0
1.251035200,1
1.252261760,0
1.252263840,1
1.252264960,0
1.252708160,1
1.253104320,0
1.253106400,1
1.253107520,0
1.253109920,1
1.253110720,0
1.253588640,1
1.253946720,0
1.253948800,1
1.253949920,0
1.253952480,1
1.253953280,0
1.254426560,1
1.254789120,0
1.254791200,1
1.254792320,0
1.255268640,1
1.255631520,0
1.255633600,1
1.255634720,0
1.256111360,1
1.256473760,0
1.256475840,1
1.256477120,0
1.256953120,1
1.257316160,0
1.257318240,1
1.257319360,0
1.257796000,1
1.258158560,0
1.258160640,1
1.258161760,0
1.258638400,1
1.259000960,0
1.259003040,1
1.259004160,0
1.259480640,1
1.259843360,0
1.259845440,1
1.259846560,0
1.260323040,1
1.260685760,0
1.260687840,1
1.260688960,0
1.261165440,1
1.261528160,0
1.261530240,1
1.261531360,0
1.262008160,1
1.262370400,0
1.262372480,1
1.262373760,0
1.262849920,1
1.263212800,0
1.263214880,1
1.263216000,0
1.263692480,1
1.264055200,0
1.264057280,1
1.264058400,0
1.264535040,1
1.264897760,0
1.264899840,1
1.264900960,0
1.265377120,1
1.265740160,0
1.265742240,1
1.265743360,0
1.266220480,1
1.266582560,0
1.266584640,1
1.266585760,0
1.267064640,1
1.267424960,0
1.267427040,1
1.267428160,0
1.267907680,1
1.269136480,0
1.269138560,1
1.269139680,0
1.269583040,1
1.270848480,0
1.270850560,1
1.270851840,0
1.271299200,1
1.272560480,0
1.272562560,1
1.272563680,0
1.273009440,1
1.273403200,0
1.273405280,1
1.273406400,0
1.273882560,1
1.274245760,0
1.274247840,1
1.274248960,0
1.274725760,1
1.275088320,0
1.275090240,1
1.275091520,0
1.275567680,1
1.275930720,0
1.275932800,1
1.275933920,0
1.276411040,1
1.276773120,0
1.276775200,1
1.276776320,0
1.277255360,1
1.277615520,0
1.277617600,1
1.277618720,0
1.278098240,1
1.278457920,0
1.278459840,1
1.278461120,0
1.278940160,1
1.279300320,0
1.279302400,1
1.279303520,0
1.279782880,1
1.280142720,0
1.280144800,1
1.280145920,0
1.280625120,1
1.281854240,0
1.281856320,1
1.281857440,0
1.282308320,1
1.283566240,0
1.283568160,1
1.283569440,0
1.284012800,1
1.285278240,0
1.285280160,1
1.285281440,0
1.285728960,1
1.286120960,0
1.286123040,1
1.286124160,0
1.286603840,1
1.286963520,0
1.286965600,1
1.286966720,0
1.287445760,1
1.287805920,0
1.287808000,1
1.287809120,0
1.288288640,1
1.288648320,0
1.288650400,1
1.288651520,0
1.289130560,1
1.289490560,0
1.289492640,1
1.289493920,0
1.289973280,1
1.290333120,0
1.290335040,1
1.290336320,0
1.290815360,1
1.291175520,0
1.291177600,1
1.291178720,0
1.291658240,1
1.292017920,0
1.292020000,1
1.292021280,0
1.292500320,1
1.292860480,0
1.292862400,1
1.292863680,0
1.293343040,1
1.293702880,0
1.293704960,1
1.293706080,0
1.294185280,1
1.294545280,0
1.294547360,1
1.294548480,0
1.295028000,1
1.295387680,0
1.295389760,1
1.295390880,0
1.295870080,1
1.296230240,0
1.296232320,1
1.296233440,0
1.296712800,1
1.297072640,0
1.297074720,1
1.297075840,0
1.297555040,1
1.297915200,0
1.297917280,1
1.297918400,0
1.298397920,1
1.298757600,0
1.298759680,1
1.298760960,0
1.299240160,1
1.300469280,0
1.300471360,1
1.300472480,0
1.300475040,1
1.300475840,0
1.300954080,1
1.301312000,0
1.301314080,1
1.301315360,0
1.301792160,1
1.303023840,0
1.303025920,1
1.303027040,0
1.303505920,1
1.303866560,0
1.303868640,1
1.303869760,0
1.304349600,1
1.304709120,0
1.304711200,1
1.304712320,0
1.305188800,1
1.305551520,0
1.305553600,1
1.305554720,0
1.305557440,1
1.305558080,0
1.306031360,1
1.307263200,0
1.307265280,1
1.307266400,0
1.307714240,1
1.308975200,0
1.308977280,1
1.308978560,0
1.309424480,1
1.309818080,0
1.309820160,1
1.309821280,0
1.310297760,1
1.310660640,0
1.310662720,1
1.310663840,0
1.311140800,1
1.311503200,0
1.311505280,1
1.311506400,0
1.311982560,1
1.312345600,0
1.312347520,1
1.312348800,0
1.312351360,1
1.312352000,0
1.312825440,1
1.313188000,0
1.313190080,1
1.313191200,0
1.313667520,1
1.314030560,0
1.314032480,1
1.314033760,0
1.314036480,1
1.314037120,0
1.314510720,1
1.314872960,0
1.314875040,1
1.314876160,0
1.315352320,1
1.315715360,0
1.315717440,1
1.315718560,0
1.316195680,1
1.316557760,0
1.316559840,1
1.316560960,0
1.317040000,1
1.317400320,0
1.317402400,1
1.317403520,0
1.317883040,1
1.318242720,0
1.318244800,1
1.318245920,0
1.318725120,1
1.319085120,0
1.319087200,1
1.319088320,0
1.319567840,1
1.319927520,0
1.319929600,1
1.319930720,0
1.320409920,1
1.320769920,0
1.320772000,1
1.320773120,0
1.321252480,1
1.321612320,0
1.321614400,1
1.321615520,0
1.322095040,1
1.322454720,0
1.322456800,1
1.322457920,0
1.322937120,1
1.324166400,0
1.324168480,1
1.324169600,0
1.324647200,1
1.325878400,0
1.325880320,1
1.325881600,0
1.326360000,1
1.327590240,0
1.327592320,1
1.327593600,0
1.328069920,1
1.329302400,0
1.329304480,1
1.329305600,0
1.329785120,1
1.330145280,0
1.330147360,1
1.330148480,0
1.330627840,1
1.330987840,0
1.330989920,1
1.330991040,0
1.331470560,1
1.331830240,0
1.331832320,1
1.331833600,0
1.332312640,1
1.333541600,0
1.333543680,1
1.333544960,0
1.333547680,1
1.333548320,0
1.334026720,1
2.348810240,1
